track,artist
What Do You See,Cause & Effect
How Can We Be Lovers,Michael Bolton
The Swalk,Notorious
Timbalero,El Gran Combo De Puerto Rico
You Don't Have to Go Home,The Osborne Brothers
Chainsaw Dismemberment,Mortician
"Tchaikovsky: 18 Pieces, Op. 72: XIV. Chanson élégiaque",Pyotr Ilyich Tchaikovsky
Don't Cry,Guns N' Roses
It's The Things You Do,Five
Lonesome Bedroom Blues,William Clarke
Apocalyptic Terror,All Out War
BABY BLUE,Fishmans
Soft Lights and Music,Gordon Rees
Kinky Love,Pale Saints
I Got 5 On It,Luniz
Dawn At The Great Pyramid,London Philharmonic Orchestra
Rain,SWV
How Much Is Enough,The Fixx
Letterman,Grapefruit
Feel So High,Des'ree
Toda la Mitad,Alejandra Guzman
Bop En Vogue,Howard McGhee
Angelia,Richard Marx
Made Up My Mind,SaFire
It's So Hard To Say Goodbye To Yesterday,Boyz II Men
Live And Learn,Joe Public
Rock Island Line,Lonnie Donegan & His Skiffle Group
Cofio Dy Wyneb,Mynediad Am Ddim
Sweet On U,Lo-Key?
I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan
Getting Away With It,Electronic
Chica Alborotada,Los Gibson Boys
Love Me All Up,Stacy Earl
Sonia's Song,Mickey Jupp
Luchini aka (This Is It),Camp Lo
Give Me One Reason,Tracy Chapman
This Is Ponderous,2nu
Se Eu Não Te Amasse Tanto Assim,Ivete Sangalo
Ping Pong,Stereolab
Shotgun Blues,Lightnin' Hopkins
High Enough,Damn Yankees
Al Ritmo de la Lluvia,Johnny Dynamo
Like to Sing a Love Song,Angry Johnny and the Killbillies
Blackbirds And Crows,The Nashville Bluegrass Band
Tormentor,Skinny Puppy
Do You Like This,Rome
Love Child,Sweet Sensation
Alguém Na Multidão,Golden Boys
Messe pour le temps présent: 3. Jericho Jerk,Pierre Henry
Cumbia Hip-Hop,Chicos de Barrio
Autopoema,The Third And The Mortal
Can't Truss It,Public Enemy
You Make Me Feel (Mighty Real),Jimmy Somerville
Washed Away,Tom Cochrane
Forget Who We Are,Cap'n Jazz
Paciência,Lenine
You Had Me From Hello,Kenny Chesney
Little League,Cap'n Jazz
Everything's Gonna Be Alright,Sweetbox
Cumbia India,Los Angeles Azules
Long Live Death,Kickback
Because I Love You (The Postman Song),Stevie B
La Selección Nacional,Las manos de Filippi
Moi je joue,Brigitte Bardot
Automobile Blues,Lightnin' Hopkins
The Cryptic Stench,Cannibal Corpse
Mentirosa,Mellow Man Ace
Heal The World,Michael Jackson
Forever More,Puff Johnson
Breakdown,Seduction
What You Give,Tesla
Touch It,Monifah
You Lied To Me,Cathy Dennis
Put In Me (Psalm 51) [Remastered 2017],Enter The Worship Circle
Toss-Up,N2Deep
Mcdonald's Girl,InsideOut A Cappella
Hypnotize,The Notorious B.I.G.
Pop Goes The Weasel,3rd Bass
Ready To Run,Dixie Chicks
Swing it and C,Michael Garrick
Ven Sin Temor - How Do You Do,Bruno Lomas
Buddy X,Neneh Cherry
Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls
Rock Back Billy,John Hiatt
Lonnie's Lament,John Coltrane Quartet
Triste,Antônio Carlos Jobim
New Coats & New Hats,Matt Nathanson
Tonight,New Kids On The Block
I'll Never Get Out Of This World Alive - Single Version,Hank Williams
Love Never Dies - Part 1,Apoptygma Berzerk
Aberdeen,Kenny Wayne Shepherd
Success - Great Expectations Soundtrack,Iggy Pop
Kissin' You,Total
Drive,Incubus
Like Someone In Love,Tal Farlow
La Pequeña,Los Gibson Boys
Don't Talk Just Kiss,Right Said Fred
"Horn Concerto No. 3 in E-Flat Major, K. 447 (arr. C. Lindberg): I. Allegro",Christian Lindberg
Caboose,Snapcase
Dansen,Rowwen Hèze
"Gotta Have You (From ""Jungle Fever"")",Stevie Wonder
Criminal,Fiona Apple
Influência Do Jazz,Carlos Lyra
Linger,The Cranberries
The Note,Daryle Singletary
The Ballad Of Jayne,L.A. Guns
"D.Shostakovich. Comic Waltz from the music for the performance ""The Baroness and the Hooligan""",Dmitri Shostakovich
I Love You Always Forever,Donna Lewis
At A Glance,AFI
All Of My Days,Changing Faces (Featuring Jay-Z)
Speed Games,Jan Cyrka
Cowboy Take Me Away,Dixie Chicks
More And More,Captain Hollywood Project
Ride The Wind,Poison
True Blue Love,Lou Gramm
Cumbia del Chinito,Super Grupo Colombia
Kisses In The Night,Brandon
I Saw You Dancing,Yaki-Da
Billy B. Childish,Thee Headcoatees
Can't Get You Out Of My Mind,Lil Suzy
Jealous,Gene Loves Jezebel
Margie,Chris Barber
Around The House,Herbert
Reminisce,Mary J. Blige
"Dance, Puppet, Dance",Parachute Express
Never Lie,Immature
Notorius,Rick Braun
Agujetas de Color de Rosa,Los Gibson Boys
Sell Destruction,Doughnuts
"You Don't Love Me (No, No, No)",Dawn Penn
Too Marvelous For Words,Jo Stafford
Jag har också haft en mor,Jan Johansson
Quality Time,Hi-Five
What Kind Of Man Would I Be?,Chicago
Punk Rock Ist Nicht Tot,Thee Headcoats
Hero,Mariah Carey
Toreador,Apocalyptica
Milonga en re,Gidon Kremer
Never Gonna Let You Down,Surface
Can't Cry Hard Enough,The Williams Brothers
Dor Daedeloth,Summoning
Don't Let The Sun Go Down On Me,George Michael/Elton John
Phanta,Le Tigre
You Only Have To Say You Love Me,Hannah Jones
Kitty Kitty,69 Boyz
Requebra - Ao vivo,Olodum
Jazz Carnival,Azymuth
I Don't Wanna Hear It,88 Fingers Louie
Movin' On,CeCe Peniston
Leaving Las Vegas,Sheryl Crow
Ska Sucks,Propagandhi
In My Arms,Erasure
Floorshow,Sisters of Mercy
There You Are,Sam Salter
"Carmen Fantasy, Op.25: 1. Moderato",Pablo de Sarasate
Enjoy The Silence,Depeche Mode
Mystic Voyage,Roy Ayers
The Devil Came Up To Michigan,K.M.C. KRU
Everybody Hurts,R.E.M.
Basil's Kite,Cap'n Jazz
I Can Be Your Friend,VeggieTales
Japan,Pharoah Sanders
Another Sleepless Night,Shawn Christopher
Por Ti,Luis Miguel
Sometimes,The Brand New Heavies
Folk Song Arrangements: Quand J'étais Chez Mon Père,Benjamin Britten
"12 Morceaux, Op. 40 (arr. T. Nachez): Souvenir de Hapsal, Op. 2: No. 2. Chanson triste (arr. T. Nachez)",Pyotr Ilyich Tchaikovsky
Notations: 12. Lent - Puissant et âpre,Pierre Boulez
Cómo Te Voy A Olvidar,Los Angeles Azules
U Don't Hear Me Tho',Rodney O & Joe Cooley
Dre Day,Dr. Dre
Heavy Metal Thunder,Agent Steel
Never Stop,The Brand New Heavies Featuring N'Dea Davenport
Freek'n You,Jodeci
Soul on Soul,Rick Braun
Deeper And Deeper,Madonna
There's No Other Way,Blur
What will they say about me?,The Quakes
Valentines Day,Angry Johnny and the Killbillies
No One Else On Earth,Wynonna
"Ya, Ya, Ya, Ya",The Mr. T Experience
Punk Rock Girl,The Dead Milkmen
Sweet Lorraine,Nat King Cole Trio
All True Man,Alexander O'Neal
Step On,Happy Mondays
Frage,Rune Lindblad
Love No Limit,Mary J. Blige
Legend of the Martial Artist,Yoshihisa Hirano
Fly High Michelle,Enuff Z'Nuff
Stay,Jodeci
No One Gets Out Alive,Kickback
Feel The Groove,Cartouche
Though I Feel Alone (Psalm 63) [Remastered 2017],Enter The Worship Circle
Sixty Sixty,Faust
So Close,Dina Carroll
Loungin,LL Cool J
We Still Have (The Music),Herbert
Never A Time,Genesis
Happy Cycling,Boards of Canada
"The Downeaster ""Alexa""",Billy Joel
Refuse / Resist,Apocalyptica
Chapel of Rest,Dick Walter
Old Ground Hog,Mike Seeger
Star Fruits Surf Rider,Cornelius
Nil,Abdu Dagir
Blues För Paranoia,Big Fish
Fire,Subway
Not Tonight,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar"
Skaparate nacional,Celtas Cortos
Magalenha,Sérgio Mendes
A Dreams A Dream,Soul II Soul
Smoke Stack - Alternate Take,Johnny Griffin
Mishale,Andru Donalds
Chorus,Erasure
Asphyxiate,Genitorturers
Not A Dry Eye In The House,Meat Loaf
Fissures,By The Grace Of God
Can Y Medd,Dafydd Iwan
Punk,Los Planetas
You Can Do It (If You Really Try),Pokémon
Corrido Del Primo,Valentín Elizalde
To Love Somebody,Michael Bolton
Over the Edge,Integrity
You Can't Get Away,Shana
Back To The World,Tevin Campbell
Palabra De Honor,Luis Miguel
Twin Guitar Boogie,Bob Wills & His Texas Playboys
Moan & Groan,Mark Morrison
Lonely And Gone,Montgomery Gentry
I Got A Man,Positive K
This Is The Last Time,Laura Enea
Love And Emotion,Stevie B
Strawberries,Smooth
Sutton Mutton,Eddie Lang
18 Wheels On A Big Rig,Trout Fishing in America
ขอเป็นคนของเธอ,Beau Sunita
Carry On,Bran Van 3000
Y Volveré,Los Angeles Negros
Canta Conmigo Rock And Roll,Lone Star
St. James Infirmary Blues,The White Stripes
Yamognegnal,Girma Wolde Michael
Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)
She Thinks My Tractor's Sexy,Kenny Chesney
Heavenly Pop Hit,The Chills
How Deep Is Your Love,Dru Hill Featuring Redman
What They Do,The Roots
Traveling Riverside Blues,Robert Johnson
Erotica,Madonna
Nubes,Caifanes
Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price
Along Came Betty,Art Blakey
Right Beside You,Sophie B. Hawkins
My Cat,Jack Off Jill
The Blues Overtook Me,Charlie Musselwhite
Choas - Skold,Skold
If You Should Try To Kiss Her,Dressy Bessy
Cruising For Bruising,Basia
Driven by Suffering,Hatebreed
Wicked,Ice Cube
La Raza,Kid Frost
Rock Post Rock,Polvo
Somethin' 4 Da Honeyz,Montell Jordan
De Cara a la Pared,Lhasa De Sela
"Scenes From ""Elegy For Young Lovers"" - German Version By L. Landgraf With The Collaboration Of W. Schachteli & H.W. Henze: Ah! Schnee fällt aufs Blütenmeer",Hans Werner Henze
Insane In The Brain,Cypress Hill
"Just The Way It Is, Baby",The Rembrandts
That's What Love Is For,Amy Grant
Brakhage,Stereolab
The Way I Feel About You,Karyn White
Happy Hour Hero,moe.
Bop Gun (One Nation),Ice Cube Featuring George Clinton
Daddies Makin' Monsters,Demented Are Go
Desvelado,Bobby Pulido
Mambo No. 5 (A Little Bit Of...),Lou Bega
The Girl From Ipanema / Manha De Carnaval (Medley),Laurindo Almeida
Alika - Digitally Remastered 1996,Webley Edwards
Oblivion,Gidon Kremer
Kiss You Back,Digital Underground
Soul Inside,Leæther Strip
Who Put Grandma Under The Stairs,Demented Are Go
Supernova,Liz Phair
Love Me,Tracie Spencer
Midnight Christmas Eve,Trans-Siberian Orchestra
I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige
Ursula Finally Has Tits,The Queers
Things Just Ain't The Same,Deborah Cox
Los Tenis,El Gran Combo De Puerto Rico
My Own Worst Enemy,Lit
Hope Of Deliverance,Paul McCartney
Inside (This Heart Of Mine),Fats Waller
Breakfast at Tressles,The Rhythm Rockers
Exclusivity,Damian Dame
Rockabilly Surfer,The Fathoms
Rest In Peace,Extreme
Thank You,Boyz II Men
Poor Georgie,MC Lyte
Chrono Trigger,Yasunori Mitsuda
Do You Remember?,Phil Collins
"12 Pieces, Op. 40: II. Chanson triste",Pyotr Ilyich Tchaikovsky
Un-Break My Heart,Toni Braxton
If You Had My Love,Jennifer Lopez
Get Involved,Raphael Saadiq & Q-Tip
Angeline Is Coming Home,The Badlees
Chinese Dance,Pamela Howland
Electric Barbarella,Duran Duran
We Can't Go Wrong,The Cover Girls
So Now…,Herbert
Helluva,Brotherhood Creed
New Power Generation,Prince
"Utyos (The Rock), Op. 7: The Rock, Op. 7",Sergei Rachmaninoff
Fly Me To The Moon,Astrud Gilberto
People Everyday,Arrested Development
Gubèlyé (My Gubel),Mulatu Astatke
Memphis Underground,Funk Inc.
Standing in the Need of Prayer,The Country Gentlemen
A Rose Is Still A Rose,Aretha Franklin
Forever More,Stevie B
Fuerte No Soy,Intocable
For Your Love,Stevie Wonder
Over the Summits,Milan Pilar
Stayin' Alive,N-Trance
Stay The Same,Joey McIntyre
"The John Dunbar Theme (From ""Dances With Wolves"")",John Barry
Barbie Girl,Aqua
I Never Knew Love,Doug Stone
Just Like the Weather,Nolan Chance
Sophisticated Lady,Ben Webster
Player's Ball,OutKast
The Shadow Of Your Smile,Astrud Gilberto
Cold Cold Heart,Andy Tielman
Rock And A Hard Place,The Rolling Stones
Baby Rock,Pérez Prado
Can't Cry Anymore,Sheryl Crow
The Star Spangled Banner,Whitney Houston
Really Into You,Around The Way
Ni Dada La Quiero,Valentín Elizalde
Time To Find Me (AFX Fast Mix),Seefeel
None Of Ur Friends Business,Ginuwine
I Hate Rock N Roll,The Jesus and Mary Chain
Under The Water,Merril Bainbridge
Munayé (My Muna),Mulatu Astatke
Why Me Baby?,Keith Sweat
No More Kings - (From Schoolhouse Rock! Rocks),Pavement
Five Short Pieces: Folk Tune,Percy Whitlock
Saints Go Marching In,Lloyd Miller
Wide Open Spaces,Dixie Chicks
Before It's Time to Say Goodbye,Kenny Garrett
Rapture,Morbid Angel
I Like It,The Blackout Allstars
Out Of Nowhere,Charlie Parker
La Fiesta,Stan Getz
Black Or White,Michael Jackson
Learn To Fly,Foo Fighters
All Neon Like,Björk
Birth,Keith Jarrett
Imhotep,Jerry Goldsmith
Da Low Down,25 Ta Life
Faixa Amarela,Zeca Pagodinho
Let Me Clear My Throat,DJ Kool
Thank U,Alanis Morissette
Froggy Style,Nuttin' Nyce
Bomdigi,Erick Sermon
Funeral March (Piano Sonata In Bb Minor) [Arr. for Guitar],Great Kat
Since I Am So Sick (Psalm 25) [Remastered 2017],Enter The Worship Circle
You'll Never Leave Harlan Alive,Darrell Scott
Love Seeps Like A Festering Sore,Demented Are Go
Haulass Hyena,The Cramps
"Lieutenant Kijé, Op. 60: IV. Troika",Sergei Prokofiev
Send Me A Lover,Taylor Dayne
Beachcomber,Clive Richardson
Dancin',Guy
"Utyos (The Rock), Op. 7: The Rock, Op. 7",Sergei Rachmaninoff
Fantasy,Mariah Carey
Miss Argentina,Iggy Pop
Nobody Wins In This War,Mitch Malloy
Whatcha Wanna Do?,Mia X Featuring Charlie Wilson
Murió La Flor,Los Angeles Negros
Possibly Maybe,Björk
Even A Fool Can See,Peter Cetera
C'mon And Get My Love,D-Mob Introducing Cathy Dennis
บันทึกหน้าสุดท้าย,Bird Thongchai
I Don't Know Anybody Else,Black Box
Listen,Collective Soul
Disappear,INXS
Every Little Thing U Do,Christopher Williams
Episode 666,In Flames
Mind Meld,Sebadoh
Iko-Iko,Zap Mama
"Warriors, Pt. 1",Rey Pirin
I Do [Cherish You],Mark Wills
Danzon,Eddie Lang
Good Enough,Bobby Brown
I'll Still Love You More,Trisha Yearwood
Vem Meu Amor - Ao Vivo,Banda Eva
Thieves In The Temple,Prince
Me Gustas Mucho,Rocío Dúrcal
You Make Me Wanna...,Usher
Exotique Bossa Nova / Quiet Village Bossa Nova (Medley),Martin Denny
โง่งมงาย,Nuvo
"Sicilienne, Op. 78 (arr. for clarinet and organ)",Arne Domnérus
Yesterdays,Guns N' Roses
Tell The Truth,Jude Cole
Hippychick,Soho
Misty's Song,Pokémon
Delhi Discotheque,Johnny Pearson
Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony
Two Teardrops,Steve Wariner
No Tengo Dinero,Los Umbrellos
East Wes - Instrumental,Eric Johnson
Made In England,Elton John
I Love You,Vanilla Ice
Hooked On You,Silk
Dear to the Heart,Nobuo Uematsu
Come Back,Londonbeat
Just Another Case,CRU Featuring Slick Rick
Amigos Nada Más,Los Angeles Azules
Place In This World,Michael W. Smith
Tengo Todo Excepto a Ti,Luis Miguel
Pets,Porno For Pyros
Hand over Fist,Drive Like Jehu
Rub You The Right Way,Johnny Gill
I Don't Want To Wait,Paula Cole
Step Into A World (Rapture's Delight),KRS-One
Livin' In The Light,Caron Wheeler
Wakker Were,Rowwen Hèze
Mzabalazo,African Jazz Pioneers
More of You,Glad
3 Gnossiennes: Gnossienne No.3,Erik Satie
It´s Snowing On My Piano,Bugge Wesseltoft
Ca Plane Pour Moi,Thee Headcoatees
Clarinet Marmalade,Ralph Sutton
"Men Of Harlech (From ""Zulu"")",The City of Prague Philharmonic Orchestra
First True Love,Tiana
Touch Me,Ramblin' Jack Elliott
La Plaga,Los Superclasicos
Blue Note Boogie,James P. Johnson
"Circle Of Life (From ""The Lion King"")",Elton John
Still Not A Player,Big Punisher Featuring Joe
Zigeunerweisen - Instrumental,Pablo de Sarasate
I Wanna B With U,Fun Factory
Le cap de la tourmente,Robert Normandeau
Whatever,En Vogue
Jazz Fi-Sci,David S. Ware
The Girl From Ipanema,Stan Getz
Sunny Afternoon at Bird Rock Beach,Michel Redolfi
You Don't Have To Go Home Tonight,The Triplets
Because I Love You,Mike Lorentz
Return Of The Mack,Mark Morrison
Prima Freiheit,Floh de Cologne
Domestic Prison,disrupt
Jazz e blues,Olodum
The Sweetest Days,Vanessa Williams
"12 Morceaux, Op. 40: No. 2. Chanson triste in G Minor (arr. for string quintet)",Pyotr Ilyich Tchaikovsky
Blue Mountain Hop,Béla Fleck
Kokoko Vulani,African Jazz Pioneers
Come As You Are,Nirvana
Hard Time Killing Floor Blues,Skip James
Aran Boat Song,Darol Anger
Clarinet Marmalade - Live,Alvin Alcorn
Dela,Johnny Clegg
Como Sera O Ano 2000? / Cabritada Mal Sucedida / Polícia No Morro / Agoniza Mas Nao Morre,Carlinhos Vergueiro
Driving Wheel,Johnny Laws
"Three Folk Dances for String Orchestra, Op. 23d: No. 3, Culloden",Rutland Boughton
Too Many,88 Fingers Louie
Take It Easy,Mad Lion
Dazzey Duks,Duice
Serious Kinda Girl,Christopher Max
U Send Me Swingin',Mint Condition
Me Usa,Banda Magníficos
Shiny Happy People,R.E.M.
Lullaby,Shawn Mullins
Mic Check,Cornelius
You Won't Ever Be Lonely,Andy Griggs
Holy Water,Bad Company
More Than Words,Extreme
Gangsta Lean,DRS
The Music That We Hear,Morcheeba
Ascension,Barry Harris
La edad del cielo,Jorge Drexler
POKKA POKKA,Fishmans
Hide And Seek,Pajama Party
Signs,Tesla
Ojos Chinos,El Gran Combo De Puerto Rico
Farewell To Arms,Cause & Effect
Cupid,112
Weekend Thang,Alfonzo Hunter
Do G's Get To Go To Heaven?,Richie Rich
(I Know I Got) Skillz,Shaquille O'Neal
The Organ Grinder,Steve Turre
Blue Monday,Orgy
Supa Star,Group Home
Sweet Sensual Love,Big Mountain
Rosa Parks,OutKast
2000 A. D.,F.Y.P
If I Only Had Time,Andy Tielman
Walking In Memphis,Marc Cohn
Princesa - Ao Vivo,Amado Batista
Grandstand,Keith Mansfield
Who's Sorry Now,Lars Edegran
Pickup Man,Joe Diffie
Perfect,The Smashing Pumpkins
I'll Remember You,Atlantic Starr
Tranquillity - Remastered 1994,Bobby Hutcherson
Ten Ton Hammer,Machine Head
She Painted Fire Across The Skyline Pt. 3,Agalloch
Que Me Lo Den En Vida,El Gran Combo De Puerto Rico
Masterpiece,Atlantic Starr
All Cried Out,Denine With Collage's Adam Marano
Isabel,Luis Miguel
I'm So Into You,SWV
Head To Wall,Quicksand
Snatch It Back And Hold It,Junior Wells
Significas Todo Para Mi,Alberto Vazquez
Mbombela,African Jazz Pioneers
Elevators (Me & You),OutKast
All Night Long,Faith Evans Featuring Puff Daddy
She Ain't Pretty,The Northern Pikes
Triste Recuerdo,Antonio Aguilar
If I Never Stop Loving You,David Kersh
I Wanna Love You Forever,Jessica Simpson
Get Ready For This,2 Unlimited
Conceived Through an Act of Violence,Hatebreed
If I Lost You,Travis Tritt
"What's The Frequency, Kenneth?",R.E.M.
Without Love,Donna Lewis
If You Went Away,Astrud Gilberto
We Will Rock You,Ludwig Von 88
Not On Your Love,Jeff Carson
Everybody [Backstreet's Back],Backstreet Boys
When I Close My Eyes,Shanice
Sadko (1993 Digital Remaster): Chanson hindoue,Nikolai Rimsky-Korsakov
Torn,Natalie Imbruglia
Everything Changes,Kathy Troccoli
Paying The Price Of Love,Bee Gees
No Scrubs,TLC
The Keeper Of The Stars,Tracy Byrd
We Danced Anyway,Deana Carter
Feenin',Jodeci
Messe pour le temps présent: 2. Psyché Rock,Pierre Henry
Pallbearers Hymn,By The Grace Of God
Organ Grinder Blues,Clarence Williams
This Ain't A Love Song,Bon Jovi
Sometimes Always,The Jesus And Mary Chain
Mysterious Ways,U2
Indian Song,Wayne Shorter
Tonight Is The Night,Le Click
Soul Dressing,Booker T. & the M.G.'s
Ditty,Paperboy
If You Needed Somebody,Bad Company
Charlotte’s Mouth,Seefeel
Good For Me,Amy Grant
Rival Walk And Discovery,Randy Edelman
Oh Carolina,Shaggy
How's It Going To Be,Third Eye Blind
You Don't Have To Love Me,Monifah
"Baby, It's Tonight",Jude Cole
I Can Love You Like That,All-4-One
Para Machuchar Meu Coracao,Stan Getz
Lesson In Leavin',Jo Dee Messina
Shimmer,Fuel
You're The Story Of My Life,Desmond Child
Streets Of London,Tony Rice
Swing Fun,Huw Warren
Ai Que Saudade D'Ocê,Elba Ramalho
Can't Wait,Redman
Do You Sleep?,Lisa Loeb & Nine Stories
He Didn't Have To Be,Brad Paisley
When She Cries,Restless Heart
You,Bonnie Raitt
Manha De Carnaval,Astrud Gilberto
I Swear,John Michael Montgomery
If You Think I'm Jiggy,The Lox
Bloodline (Original Version),The Crüxshadows
When You Love A Woman,Journey
Anthem,Jan Cyrka
Blazing Corpse,Exhumed
Rock Your Body (Hip House Remix),DMX Krew
Down By the Riverside,The Dukes Of Dixieland
Sweet Sexy Thing,Nu Flavor Featuring Roger
Isobel,Björk
Grave Architecture,Pavement
Hiena de Metal - Remastered,V8
The 13th,The Cure
Hard To Handle,The Black Crowes
Hip-Hopera,Bounty Killa featuring the Fugees
Beg You Little More,Ruder Than You
"Scheherazade, Op.35: Festival at Bagdad - The Sea - The Shipwreck against a rock surmounted by a bronze warrior (The Shipwreck)",Nikolai Rimsky-Korsakov
Don't Laugh At Me,Mark Wills
Greensleeves,Kenny Burrell
Just For Tonight,Vanessa Williams
"Too Late, Too Soon",Jon Secada
Historia De Un Amor - En Vivo,Luis Miguel
